graphname,clust_min,clust_max,clust_mean,clust_stdev,clust_const,deg_min,deg_max,deg_mean,deg_stdev,deg_const,percent_pos,weight_min,weight_max,weight_mean,weight_stdev,weight_const,chromatic,disconnected,assortativity,avg_neighbor_deg_min,avg_neighbor_deg_max,avg_neighbor_deg_mean,avg_neighbor_deg_stdev,avg_neighbor_deg_const,avg_deg_conn_min,avg_deg_conn_max,avg_deg_conn_mean,avg_deg_conn_stdev,avg_deg_conn_const,core_min,core_max,core_mean,core_stdev,core_const,mis,clust_log_kurtosis,deg_log_kurtosis,weight_log_kurtosis,avg_neighbor_deg_log_kurtosis,avg_deg_conn_log_kurtosis,core_log_kurtosis,clust_log_abs_skew,deg_log_abs_skew,weight_log_abs_skew,avg_neighbor_deg_log_abs_skew,avg_deg_conn_log_abs_skew,core_log_abs_skew,clust_skew_positive,deg_skew_positive,weight_skew_positive,avg_neighbor_deg_skew_positive,avg_deg_conn_skew_positive,core_skew_positive,log_n,log_m,log_norm_ev1,log_norm_ev2,log_ev_ratio,clust_time,degree_time,ppos_time,weight_time,ev_time,chromatic_time,disconnected_time,assortativity_time,avg_neighbor_deg_time,avg_deg_conn_time,core_time,mis_time
imgseg_42044.zip,0,1,0.485118,0.362742,0,0.000152999,0.232099,0.000650847,0.00300994,0,0.958645,-0.164606,1,0.0423399,0.0556942,0,0.000764877,0,-0.0706193,0.000305998,0.232099,0.0254566,0.0497526,0,0.000632245,0.0528699,0.00508959,0.00791431,0,0.000152999,0.000611995,0.000364697,0.000115258,0,0.620774,0.978624,8.58496,4.14256,2.40915,3.19309,1.17901,0.0752324,4.26049,1.91817,1.2963,1.65055,0.468272,1,1,1,1,1,0,8.78523,9.53993,12.9756,10.2392,2.73641,0.000215,0.000113,2.2e-05,0.000212,0.001926,0.000797,0.000504,0.000299,0.000242,0.000294,0.000533,0.000584
imgseg_41025.zip,0,1,0.387731,0.369184,0,7.47999e-05,0.0824295,0.000276519,0.0014398,0,0.975762,-0.0402791,1,0.0048716,0.0118144,0,0.000373972,0,-0.148732,0.0001496,0.0824295,0.0166132,0.0224677,0,0.0002387,0.0338236,0.00187994,0.00379354,0,7.47999e-05,0.0002992,0.000154557,6.26098e-05,0,0.705834,1.02101,7.55531,7.81273,1.73087,4.02602,1.02045,0.329363,3.70685,3.65055,0.973485,2.04958,0.0365478,1,1,1,1,1,1,9.50077,10.1151,14.376,11.7867,2.5893,0.00039,0.000226,3.2e-05,0.000388,0.012249,0.001668,0.000884,0.000544,0.000505,0.000536,0.009152,0.001211
imgseg_388016.zip,0,1,0.216683,0.356269,0,0.000135355,0.146454,0.000439935,0.00279975,0,0.987258,-0.0179433,1,0.0100421,0.0223861,0,0.000676682,0,-0.218785,0.000270709,0.146454,0.041331,0.0459047,0,0.000295604,0.0637252,0.00414664,0.00821375,0,0.000135355,0.000541419,0.000239531,0.000114894,0,0.799296,1.38365,7.36049,6.16308,1.46718,3.6941,1.07891,0.819018,3.5943,2.83467,0.831787,1.89597,0.453803,1,1,1,1,1,1,8.90775,9.39333,14.6229,12.0452,2.57772,0.000232,0.000128,2.2e-05,0.00018,0.001889,0.000862,0.000368,0.000298,0.00024,0.000271,0.000468,0.000618
imgseg_376020.zip,0,1,0.473884,0.410612,0,0.000134156,0.138315,0.000492428,0.00225212,0,0.975661,-0.0505236,1,0.00544301,0.0151277,0,0.000670691,0,-0.121809,0.000268312,0.138315,0.0240193,0.036627,0,0.000489516,0.0494127,0.00301816,0.00592625,0,0.000134156,0.000536625,0.000272739,0.000111741,0,0.738699,0.870164,7.71739,7.34713,1.97097,3.93111,0.986374,0.13861,3.75251,3.41239,1.10924,2.01809,0.0431054,1,1,1,1,1,1,8.91664,9.52384,14.2839,12.0773,2.20654,0.000225,0.000129,1.8e-05,0.000203,0.002034,0.000897,0.000456,0.000287,0.000255,0.012465,0.000524,0.000638
imgseg_374067.zip,0,1,0.32963,0.4317,0,0.000330907,0.245864,0.000969186,0.00664157,0,1,0.000708771,1,0.0130084,0.0411161,0,0.00165399,0,-0.34272,0.00049636,0.245864,0.101126,0.0821359,0,0.00125237,0.137954,0.0146983,0.0238822,0,0.000330907,0.00099272,0.000520387,0.00024711,0,0.844525,1.00197,6.7057,5.65464,1.15015,3.01793,1.19945,0.54642,3.3157,2.75823,0.478912,1.59299,0.630281,1,1,1,1,1,1,8.014,8.39548,14.5016,12.1237,2.37799,9.4e-05,5.6e-05,6e-06,7.4e-05,0.000659,0.000342,0.000119,0.000118,7.7e-05,9.9e-05,0.000165,0.00023
imgseg_374020.zip,0,1,0.278189,0.388865,0,0.000174398,0.385943,0.000530463,0.00554052,0,0.935909,-0.114324,1,0.0024001,0.0136461,0,0.00087184,0,-0.209694,0.000348797,0.385943,0.124849,0.143885,0,0.000572525,0.181647,0.018237,0.0280775,0,0.000174398,0.000523195,0.000285515,0.000125247,0,0.820052,1.21518,8.31823,8.12221,1.22403,3.18873,1.15726,0.689682,4.11217,3.9281,0.710721,1.63691,0.509901,1,1,1,1,1,1,8.65434,9.0736,14.577,12.7818,1.79528,0.000177,9.3e-05,1.1e-05,0.000142,0.001434,0.000605,0.000245,0.000219,0.000175,0.00019,0.000346,0.000489
imgseg_370036.zip,0,1,0.259532,0.276121,0,0.000180115,0.442903,0.000672327,0.00600146,0,0.991316,-0.00338375,1,0.00694089,0.021076,0,0.000900414,0,-0.141886,0.000360231,0.442903,0.143288,0.185589,0,0.00051676,0.318506,0.0191118,0.0431333,0,0.000180115,0.000720461,0.000376319,0.000161268,0,0.708986,1.35814,8.57743,6.58531,1.06363,3.77233,0.865041,0.614473,4.29158,3.09915,0.599365,1.97478,0.112105,1,1,1,1,1,0,8.62209,9.24609,14.7992,12.0295,2.76966,0.00018,0.000101,1.4e-05,0.000171,0.001319,0.000607,0.000331,0.000251,0.00019,0.000239,0.008529,0.000487
imgseg_368078.zip,0,1,0.54043,0.445988,0,8.28981e-05,0.0324961,0.00037267,0.000741024,0,0.981414,-0.022654,1,0.00481955,0.014816,0,0.000414456,0,-0.0976784,0.000165796,0.0324961,0.00346621,0.00575466,0,0.000272829,0.0133822,0.00084119,0.00148226,0,8.28981e-05,0.000331592,0.000216288,5.84546e-05,0,0.535229,0.789034,6.5536,7.87321,2.64779,4.12079,1.49722,0.126594,3.13746,3.82587,1.40215,2.12522,0.786845,0,1,1,1,1,0,9.39798,10.2079,13.2804,11.4082,1.87215,0.000362,0.000207,4.1e-05,0.000426,0.012584,0.001735,0.001033,0.000551,0.000531,0.000573,0.001076,0.00115
imgseg_365073.zip,0,1,0.407023,0.322579,0,3.5189e-05,0.0272363,0.000160171,0.000350361,0,0.982544,-0.151667,1,0.0165536,0.0193324,0,0.000175939,0,-0.0542183,7.03779e-05,0.0272363,0.00158516,0.00318954,0,0.000130061,0.00652673,0.000406048,0.000705836,0,3.5189e-05,0.000140756,9.47003e-05,2.16202e-05,0,0.503783,1.18129,7.84955,5.93108,3.08724,4.10382,1.75366,0.461208,3.774,2.60317,1.5554,2.10591,0.97324,1,1,1,1,1,0,10.2548,11.0772,13.4978,10.2932,3.20462,0.000789,0.000476,0.000112,0.000974,0.027372,0.00478,0.010939,0.001287,0.00141,0.001371,0.010896,0.002834
imgseg_365025.zip,0,1,0.437697,0.443377,0,0.000235183,0.365475,0.000776498,0.00610924,0,0.860704,-0.070204,1,0.00219233,0.0138031,0,0.00117564,0,-0.178589,0.000329257,0.365475,0.119153,0.142947,0,0.000517879,0.202142,0.0129234,0.029305,0,0.000235183,0.000940734,0.000426792,0.000205399,0,0.79779,0.803907,8.01301,8.26908,1.1584,3.58495,1.04223,0.183847,3.97042,4.02844,0.65445,1.87371,0.407726,1,1,1,1,1,1,8.35538,8.85666,14.2296,12.8587,1.37091,0.000154,8.4e-05,9e-06,9e-05,0.009296,0.000487,0.000203,0.000151,0.000146,0.000154,0.000277,0.000348
imgseg_361084.zip,0,1,0.459048,0.412645,0,0.000101585,0.160707,0.000410796,0.00204373,0,0.985331,-0.131247,1,0.0124901,0.021039,0,0.000507872,0,-0.0912778,0.000203169,0.160707,0.0262875,0.0442855,0,0.000219441,0.0730159,0.00319993,0.00868517,0,0.000101585,0.000406339,0.000233743,8.71098e-05,0,0.643474,0.870651,8.3684,6.0997,1.88629,4.05736,1.01961,0.116569,4.11379,2.7708,1.0654,2.10216,0.391166,1,1,1,1,1,0,9.19472,9.89878,13.6931,10.8807,2.81239,0.000318,0.000176,2.6e-05,0.000334,0.002926,0.009336,0.000719,0.000451,0.000395,0.000428,0.000782,0.000942
imgseg_353013.zip,0,1,0.451381,0.341361,0,0.000179533,0.13465,0.000720647,0.00304978,0,0.941776,-0.0577123,1,0.00556371,0.0187463,0,0.000897505,0,-0.192969,0.000448833,0.13465,0.0264166,0.0312369,0,0.000477558,0.0565228,0.00475241,0.00770961,0,0.000179533,0.000718133,0.000408083,0.000148036,0,0.692335,1.0809,6.77203,7.16011,2.18294,3.50566,1.07156,0.244532,3.29065,3.42299,1.16535,1.79771,0.281829,1,1,1,1,1,0,8.62533,9.32197,13.2115,11.3604,1.85102,0.000194,0.000104,1.5e-05,0.000173,0.001513,0.000629,0.008498,0.000257,0.000194,0.000235,0.000426,0.000486
imgseg_35058.zip,0,1,0.237576,0.412869,0,0.000785546,0.461115,0.00222715,0.0148542,0,0.617386,-0.494436,1,0.00459435,0.0434633,0,0.00313972,0,-0.351539,0.00157109,0.461115,0.225567,0.173815,0,0.00157442,0.302256,0.03746,0.0653417,0,0.000785546,0.00235664,0.00120422,0.000571842,0,0.870487,1.26733,6.61233,5.71711,0.952463,2.59633,1.26265,0.796981,3.28248,2.61136,0.23142,1.43005,0.682131,1,1,1,1,1,1,7.14992,7.49887,13.2343,11.6575,1.57682,5.3e-05,2.3e-05,2e-06,2.5e-05,0.00029,0.000113,4e-05,4e-05,3.3e-05,4.4e-05,6.5e-05,9.1e-05
imgseg_35010.zip,0,1,0.595988,0.333498,0,0.000126072,0.232728,0.000534386,0.00300116,0,0.996669,-0.0182659,1,0.00654779,0.0169776,0,0.000630279,0,-0.100537,0.000252143,0.232728,0.0302221,0.0473039,0,0.000472545,0.061549,0.00454069,0.00827698,0,0.000126072,0.000504286,0.000308846,9.65553e-05,0,0.644775,1.15078,8.42644,6.76857,2.44258,3.42325,1.22784,0.406647,4.13265,3.11423,1.27862,1.74633,0.579229,0,1,1,1,1,0,8.97879,9.72991,13.6883,11.3076,2.38065,0.000252,0.000124,2.2e-05,0.000293,0.010561,0.001024,0.000563,0.000402,0.000287,0.000347,0.000627,0.000708
imgseg_35008.zip,0,1,0.530754,0.437867,0,0.000447227,0.180233,0.00170494,0.00594348,0,0.974672,-0.545439,1,0.0133161,0.0418799,0,0.00223514,0,-0.211579,0.000894454,0.180233,0.0428517,0.0418143,0,0.00195103,0.0770389,0.00960823,0.0117625,0,0.000447227,0.00178891,0.000942036,0.000359899,0,0.7443,0.823995,6.14119,5.21063,1.68588,3.14512,0.966756,0.0915671,2.99497,2.40172,0.830824,1.62454,0.15178,0,1,1,1,1,0,7.71289,8.35796,13.3114,11.4622,1.84927,7.6e-05,3.4e-05,6e-06,6.7e-05,0.000532,0.000243,0.000122,0.000112,6.2e-05,9.2e-05,0.000147,0.000184
imgseg_33066.zip,0,1,0.482756,0.43154,0,0.000106667,0.135573,0.000414243,0.00226511,0,0.986598,-0.00478481,1,0.00270009,0.0119235,0,0.000533276,0,-0.142136,0.000213333,0.135573,0.0291263,0.0389954,0,0.000403627,0.0679822,0.00407815,0.00832709,0,0.000106667,0.000426667,0.000234391,9.31321e-05,0,0.667235,0.816453,7.69473,8.20999,1.61235,3.90808,1.00639,0.0838465,3.79947,3.99255,0.899373,2.01633,0.156378,1,1,1,1,1,0,9.14591,9.80951,14.1999,12.2775,1.92242,0.000279,0.00016,2.4e-05,0.000307,0.002843,0.001139,0.000642,0.000431,0.000384,0.008566,0.000992,0.000823
imgseg_310007.zip,0,1,0.455257,0.448359,0,0.000177274,0.225846,0.000619295,0.00410648,0,1,0.000461171,1,0.00882585,0.0228681,0,0.000886211,0,-0.183234,0.000354547,0.225846,0.0647462,0.0754413,0,0.000599802,0.122115,0.0082042,0.0170688,0,0.000177274,0.000709094,0.00034245,0.000149948,0,0.737859,0.7993,7.63899,6.41588,1.33186,3.6261,1.06493,0.22052,3.77798,3.03926,0.725455,1.88781,0.271964,1,1,1,1,1,1,8.63799,9.19573,14.858,12.191,2.66708,0.000185,0.000107,1.4e-05,0.000155,0.001412,0.000664,0.000332,0.000245,0.000187,0.000214,0.000384,0.000483
imgseg_309004.zip,0,1,0.515583,0.392962,0,4.65962e-05,0.084339,0.000178573,0.00100859,0,0.975246,-0.299416,1,0.014566,0.019743,0,0.00023297,0,-0.118219,9.31923e-05,0.084339,0.0123812,0.0194166,0,0.00013456,0.0294412,0.00126592,0.00298569,0,4.65962e-05,0.000186385,0.000101364,3.76229e-05,0,0.656975,0.895501,8.21982,5.7707,2.23434,4.28307,1.09899,0.0307853,3.99588,2.5188,1.2159,2.17821,0.0800423,0,1,1,1,1,0,9.97404,10.6244,14.2148,10.8184,3.39645,0.000651,0.00038,8.4e-05,0.000667,0.014867,0.003276,0.001571,0.009102,0.001069,0.0009,0.002262,0.002056
imgseg_293029.zip,0,1,0.454321,0.444828,0,0.000128684,0.206022,0.000369593,0.00344894,0,0.948571,-0.019737,1,0.00388637,0.0142529,0,0.000643335,0,-0.292615,0.000257367,0.206022,0.072547,0.0663836,0,0.000292331,0.100048,0.00641748,0.0138893,0,0.000128684,0.000514734,0.000199665,9.48712e-05,0,0.847272,0.808732,7.61494,7.8338,1.31311,3.58087,1.44481,0.142996,3.73945,3.77096,0.640594,1.856,0.7365,1,1,1,1,1,1,8.95828,9.32018,14.5238,12.3101,2.21368,0.000245,0.000133,1.5e-05,0.000177,0.001905,0.000882,0.000318,0.000269,0.008386,0.000259,0.000511,0.000594
imgseg_292066.zip,0,1,0.418254,0.447073,0,0.000138217,0.719558,0.000418242,0.00848581,0,0.999361,-0.00118151,1,0.0104109,0.0241194,0,0.000690989,0,-0.317942,0.000276434,0.719558,0.384516,0.304753,0,0.000316869,0.577094,0.0511244,0.0884734,0,0.000138217,0.000552868,0.000230075,0.000109082,0,0.807767,0.845051,8.87196,6.55383,0.840447,3.35695,1.34135,0.297502,4.44417,3.08757,0.0433303,1.75565,0.633201,1,1,1,0,1,1,8.88682,9.30091,15.7271,12.4026,3.32456,0.000301,0.000127,1.5e-05,0.000167,0.001402,0.000769,0.000309,0.000249,0.000228,0.000249,0.000449,0.000617
imgseg_285036.zip,0,1,0.577337,0.411629,0,0.00026462,0.172532,0.0010442,0.00370976,0,0.992357,-0.00748505,1,0.00770109,0.0224393,0,0.00132275,0,-0.125162,0.000529241,0.172532,0.028563,0.0391537,0,0.00112818,0.0592409,0.00564624,0.00841755,0,0.00026462,0.00105848,0.000591685,0.000230558,0,0.674868,0.90689,7.16041,6.65372,2.18922,3.44187,1.01945,0.254674,3.47349,3.14326,1.15323,1.79022,0.213519,0,1,1,1,1,0,8.23748,8.91704,13.2898,11.3886,1.90116,0.000126,6.7e-05,1e-05,0.000117,0.001018,0.000424,0.000247,0.00015,0.000119,0.000158,0.000263,0.000329
imgseg_28096.zip,0,1,0.163139,0.335136,0,0.000239177,0.93327,0.000581071,0.0144303,0,0.99685,-0.00419079,1,0.0122088,0.0239153,0,0.0011956,0,-0.625264,0.000335841,0.93327,0.783664,0.299581,0,0.000335841,0.911776,0.127953,0.188916,0,0.000239177,0.000956709,0.000311582,0.000157817,0,0.912482,1.72103,8.33666,6.54615,1.64845,2.68359,1.86287,1.03103,4.18305,3.08773,0.985943,1.45748,1.09127,1,1,1,0,1,1,8.33854,8.53307,15.1565,11.7993,3.3572,0.00016,7.8e-05,7e-06,6.4e-05,0.000655,0.000353,9.6e-05,0.000116,0.000131,0.000118,0.000208,0.000281
imgseg_277095.zip,0,1,0.524771,0.384528,0,0.000108178,0.0984422,0.000455694,0.00169918,0,0.992451,-0.0500665,1,0.0147723,0.0232861,0,0.000540833,0,-0.112129,0.000216357,0.0984422,0.0153055,0.0250108,0,0.000402994,0.0468197,0.00224096,0.00558588,0,0.000108178,0.000432713,0.00025964,9.1617e-05,0,0.622931,0.900734,7.47256,5.97793,2.07511,4.03118,1.1678,0.113215,3.63525,2.64596,1.16463,2.0885,0.263153,0,1,1,1,1,0,9.13184,9.87673,13.7644,10.7132,3.05122,0.000289,0.000166,2.5e-05,0.000324,0.002775,0.001188,0.008877,0.000474,0.000383,0.000417,0.000769,0.000876
imgseg_274007.zip,0,1,0.481521,0.358706,0,6.62164e-05,0.330817,0.000260332,0.00274407,0,0.999461,-0.0032528,1,0.0114089,0.0232833,0,0.00033106,0,-0.100253,0.000132433,0.330817,0.0674503,0.110499,0,0.000199391,0.176807,0.00730242,0.0213325,0,6.62164e-05,0.000264866,0.000148664,5.5297e-05,0,0.639078,0.994292,9.54298,6.16571,1.62944,4.00234,1.03846,0.31378,4.76228,2.86339,0.952717,2.06874,0.264535,1,1,1,1,1,0,9.62265,10.2985,14.6865,11.3376,3.3489,0.000495,0.000254,6.7e-05,0.000454,0.012827,0.00224,0.001161,0.000627,0.000607,0.000645,0.001215,0.009594
imgseg_271031.zip,0,1,0.143329,0.349741,0,0.00111235,0.576196,0.00253862,0.0216882,0,1,0.000328145,1,0.0107098,0.0514677,0,0.00444444,0,-0.598917,0.00182709,0.576196,0.381761,0.197566,0,0.00182709,0.402955,0.0953547,0.123124,0,0.00111235,0.00333704,0.00128044,0.000411967,0,0.982222,1.8191,6.34475,5.21126,0.98745,1.5736,2.04244,1.11222,3.16919,2.58695,0.296853,0.890266,1.16551,1,1,1,0,1,1,6.80239,6.9344,14.2773,12.8864,1.39091,4.2e-05,1.4e-05,1e-06,1.5e-05,0.000192,6.8e-05,1.5e-05,2.8e-05,2.4e-05,2.6e-05,3.7e-05,5.4e-05
imgseg_271008.zip,0,1,0.484084,0.446733,0,0.000250689,0.14164,0.000908765,0.00383372,0,0.999862,-0.000472195,1,0.00847575,0.0233569,0,0.00125313,0,-0.211481,0.000501379,0.14164,0.0404563,0.0469029,0,0.000598992,0.0818052,0.00494882,0.0103717,0,0.000250689,0.00100276,0.000497798,0.00021336,0,0.777193,0.79054,6.61169,6.42675,1.37654,3.87833,1.01678,0.0645004,3.22496,3.00148,0.793941,2.01148,0.170364,1,1,1,1,1,1,8.29155,8.88627,14.0748,11.7616,2.31317,0.000133,7e-05,1e-05,0.000109,0.001004,0.012605,0.000219,0.000149,0.00012,0.000156,0.000259,0.000334
imgseg_27059.zip,0,1,0.561728,0.413328,0,0.000143781,0.183034,0.000521632,0.00309902,0,0.949754,-0.0739495,1,0.00849064,0.0203852,0,0.000718804,0,-0.168334,0.000287563,0.183034,0.0435851,0.0554195,0,0.000549753,0.0867717,0.00559444,0.0114518,0,0.000143781,0.000575126,0.000290147,0.000123316,0,0.736486,0.863517,7.62751,6.55962,1.62462,3.74429,0.974267,0.163818,3.73208,3.06422,0.908375,1.94072,0.0899654,0,1,1,1,1,1,8.84736,9.44288,13.9031,11.4042,2.49892,0.000225,0.000118,1.7e-05,0.000194,0.001871,0.000803,0.008578,0.000334,0.000235,0.000274,0.000547,0.000594
imgseg_26031.zip,0,1,0.447693,0.338585,0,4.15783e-05,0.0804956,0.000189671,0.000900087,0,0.99856,-0.187636,1,0.0169669,0.0168972,0,0.000207883,0,-0.0753614,8.31566e-05,0.0804956,0.00816153,0.0152383,0,0.000154586,0.0459318,0.00133343,0.00484213,0,4.15783e-05,0.000166313,0.000113561,2.35541e-05,0,0.507692,1.06232,8.57717,6.40861,2.54006,4.32782,1.88803,0.301024,4.23253,2.84637,1.34199,2.2274,1.04445,1,1,1,1,1,0,10.088,10.9125,14.1383,10.4838,3.65448,0.008837,0.00041,9.6e-05,0.000853,0.017021,0.00385,0.010356,0.001163,0.001137,0.001178,0.002455,0.010942
imgseg_254054.zip,0,1,0.339978,0.376777,0,6.54322e-05,0.0732186,0.000261592,0.000991027,0,0.999607,-0.00220052,1,0.0105699,0.0188784,0,0.000327139,0,-0.103878,0.000130864,0.0732186,0.00868442,0.0140625,0,0.000228432,0.0217075,0.00114694,0.00246439,0,6.54322e-05,0.000261729,0.000147809,5.37432e-05,0,0.640081,1.0792,7.73362,6.27291,2.60835,4.05913,1.03592,0.52414,3.70687,2.86677,1.35732,2.0874,0.322745,1,1,1,1,1,0,9.63456,10.3272,14.1121,11.1269,2.98515,0.000441,0.000251,3.9e-05,0.000458,0.004753,0.00195,0.009649,0.000691,0.000627,0.000672,0.009428,0.001515
imgseg_254033.zip,0,1,0.480759,0.35195,0,7.85978e-05,0.0553329,0.00032467,0.00114878,0,1,0.000616562,1,0.00647717,0.0135649,0,0.000392958,0,-0.12786,0.000157196,0.0553329,0.00871322,0.0123405,0,0.000345205,0.0206222,0.00138355,0.00225964,0,7.85978e-05,0.000314391,0.000182528,6.71349e-05,0,0.646338,1.03018,7.07201,7.55703,2.13249,4.03862,1.12697,0.215268,3.44503,3.53479,1.15307,2.05888,0.186226,1,1,1,1,1,0,9.45125,10.1766,13.9629,11.2425,2.72042,0.000377,0.000216,3.5e-05,0.00043,0.004247,0.01003,0.000981,0.000603,0.000532,0.000564,0.001039,0.00117
imgseg_253036.zip,0,1,0.458333,0.438986,0,0.000550661,0.278634,0.00210445,0.00979963,0,1,0.000114701,1,0.00176625,0.0195082,0,0.00275179,0,-0.256168,0.00110132,0.278634,0.108161,0.0980096,0,0.00183352,0.211824,0.0214649,0.0365775,0,0.000550661,0.00220264,0.00117678,0.00049947,0,0.719318,0.82197,6.3777,7.61879,1.06878,3.10575,0.838661,0.150546,3.16519,3.76504,0.499119,1.64545,0.220348,1,1,1,1,1,0,7.50494,8.15249,14.0111,13.4045,0.606619,7.1e-05,3.4e-05,5e-06,5.4e-05,0.000466,0.000192,9.2e-05,6.7e-05,4.8e-05,7.5e-05,0.000114,0.000141
imgseg_249087.zip,0,1,0.504533,0.415451,0,0.000126422,0.0944374,0.000482389,0.00200331,0,1,0.00106773,1,0.0110871,0.0249176,0,0.000632031,0,-0.15849,0.000252845,0.0944374,0.0181445,0.0235226,0,0.000436238,0.0349255,0.00264424,0.00446243,0,0.000126422,0.000505689,0.000268362,0.000108712,0,0.711541,0.853815,7.00593,5.8442,1.73767,3.67554,1.07037,0.105102,3.42934,2.73491,0.957618,1.89106,0.0583668,1,1,1,1,1,1,8.97601,9.62199,14.2459,11.7406,2.50524,0.000241,0.000135,2.5e-05,0.000229,0.002273,0.000902,0.000532,0.000336,0.008483,0.000334,0.000833,0.000695
imgseg_249061.zip,0,1,0.37716,0.372599,0,0.000174246,0.136261,0.000693768,0.00295639,0,1,0.000580157,1,0.0064872,0.0165684,0,0.00087108,0,-0.138608,0.000348493,0.136261,0.0292995,0.041372,0,0.000724259,0.0718476,0.0048926,0.00968271,0,0.000174246,0.000696986,0.000387501,0.000147433,0,0.666551,1.05943,7.26639,7.34541,1.67616,3.70821,1.04541,0.427725,3.57237,3.50636,0.969048,1.92454,0.188973,1,1,1,1,1,0,8.65521,9.34373,14.0233,11.5222,2.50105,0.000185,0.000104,1.5e-05,0.000194,0.00158,0.000654,0.000392,0.000262,0.008329,0.00024,0.000448,0.000521
imgseg_245051.zip,0,1,0.55291,0.382886,0,0.000169233,0.0893552,0.000727618,0.0022535,0,0.999921,-0.000223848,1,0.00326477,0.0123331,0,0.00101523,0,-0.138964,0.000338467,0.0893552,0.0146438,0.0194187,0,0.000692318,0.0387366,0.00291509,0.00462355,0,0.000169233,0.000676933,0.00041266,0.000133198,0,0.632149,0.940371,6.67802,8.1685,2.0192,3.89258,1.20098,0.144412,3.24827,3.91149,1.09742,1.9982,0.559025,0,1,1,1,1,0,8.6844,9.44975,13.8452,12.2795,1.56573,0.00019,0.000106,1.7e-05,0.000207,0.001865,0.000717,0.000438,0.000294,0.000212,0.000264,0.012653,0.00054
imgseg_242078.zip,0,1,0.364266,0.376228,0,0.000127016,0.0454719,0.00052381,0.00152407,0,0.933543,-0.361279,1,0.0127969,0.0270939,0,0.000635001,0,-0.199164,0.000254033,0.0454719,0.009564,0.0107603,0,0.000454425,0.0209571,0.00167731,0.00247064,0,0.000127016,0.000508066,0.0002962,0.000106658,0,0.664973,1.06551,5.91358,5.74587,1.86253,3.82633,1.09108,0.462823,2.89444,2.63512,1.00698,1.95613,0.351195,1,1,1,1,1,0,8.97132,9.69499,13.0272,10.157,2.87023,0.000249,0.000133,2.1e-05,0.000232,0.002183,0.000948,0.000578,0.000333,0.000288,0.000347,0.00061,0.008835
imgseg_239007.zip,0,1,0.332432,0.390219,0,0.000153492,0.139524,0.000525632,0.00256249,0,0.99265,-0.0191039,1,0.00692877,0.0226562,0,0.000767342,0,-0.172236,0.000306984,0.139524,0.0305524,0.0407556,0,0.000327416,0.0545503,0.00341544,0.00648687,0,0.000153492,0.000613968,0.000286561,0.000130826,0,0.783456,1.08395,7.31735,6.73739,1.86685,3.95351,0.970925,0.552697,3.53259,3.23639,1.06419,2.0257,0.285264,1,1,1,1,1,1,8.78202,9.31982,14.4955,12.0205,2.47496,0.000202,0.008249,1.6e-05,0.000175,0.001647,0.000717,0.000353,0.000263,0.000213,0.000241,0.000441,0.000575
imgseg_236017.zip,0,1,0.483167,0.425035,0,0.000105496,0.0789113,0.000375781,0.00169617,0,0.998164,-0.000798725,1,0.00241398,0.00969811,0,0.000527426,0,-0.166845,0.000210993,0.0789113,0.0179865,0.0228522,0,0.000365131,0.0354261,0.00219899,0.00402092,0,0.000105496,0.000421985,0.000209924,8.91844e-05,0,0.718776,0.835525,7.0633,8.81681,1.59715,4.03789,0.973546,0.108604,3.46172,4.25738,0.901309,2.06983,0.11497,1,1,1,1,1,1,9.15694,9.73412,14.1967,12.4619,1.73478,0.000289,0.000156,2.3e-05,0.000279,0.002753,0.001113,0.000586,0.000412,0.008483,0.000383,0.000693,0.000909
imgseg_232038.zip,0,1,0.449206,0.423319,0,0.000145709,0.242605,0.000528152,0.00345432,0,0.953859,-0.0926706,1,0.0051683,0.0150358,0,0.000728438,0,-0.138003,0.000291418,0.242605,0.0543015,0.0760227,0,0.000481988,0.108032,0.00675021,0.014592,0,0.000145709,0.000582835,0.000296321,0.000126716,0,0.713724,0.874035,8.18132,7.78498,1.72037,3.68555,0.931805,0.272846,4.00507,3.77486,0.994408,1.91276,0.0341048,1,1,1,1,1,1,8.83405,9.42867,13.748,11.3727,2.3753,0.000219,0.000116,1.7e-05,0.000199,0.001887,0.000795,0.008543,0.000302,0.000237,0.000271,0.000502,0.000612
imgseg_231015.zip,0,1,0.518371,0.362559,0,7.28597e-05,0.0904918,0.000306822,0.00111847,0,0.958617,-0.0367709,1,0.00492719,0.0124172,0,0.000364272,0,-0.0778372,0.000145719,0.0904918,0.00882848,0.0160085,0,0.000242866,0.0237658,0.00129988,0.00265013,0,7.28597e-05,0.000291439,0.000174299,5.87027e-05,0,0.614964,0.905299,8.14511,7.69403,2.67588,4.06444,1.15299,0.240048,3.93028,3.60154,1.38937,2.07815,0.457037,1,1,1,1,1,0,9.52705,10.2716,13.717,11.4267,2.29033,0.000409,0.000236,3.8e-05,0.000441,0.012797,0.001692,0.001095,0.000595,0.000566,0.000613,0.001158,0.009608
