fname,n,m,comments
culberson30.zip,4683,72643,"NAME: Culberson graph. Specifications given below. Weights computed via the uniform integer distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 13485 || No hidden coloring || Probability: 0.553668 || girth/degree-limited graph, girth 5, delta 1507, max 4187 || Degree Information: || Min:26 Avg:31.024130 Max:37 Std:1.628690 || No verification required. || Creation Date: Mon Apr 11 20:01:39 2016 || Weight distribution parameters: a=-9.0; b=13.0; seed=6861. || TYPE: Random Graphs"
culberson31.zip,2522,7385,"NAME: Culberson graph. Specifications given below. Weights computed via the uniform integer distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 13807 || No hidden coloring || Probability: 0.554603 || girth/degree-limited graph, girth 8, delta 1223, max 1474 || Degree Information: || Min:3 Avg:5.856463 Max:12 Std:1.054058 || No verification required. || Creation Date: Mon Apr 11 19:18:36 2016 || Weight distribution parameters: a=5.0; b=100.0; seed=16862. || TYPE: Random Graphs"
culberson32.zip,1583,3535,"NAME: Culberson graph. Specifications given below. Weights computed via the uniform distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 2745 || No hidden coloring || Probability: 0.772864 || girth/degree-limited graph, girth 9, delta 415, max 803 || Degree Information: || Min:2 Avg:4.466203 Max:9 Std:1.041144 || No verification required. || Creation Date: Mon Apr 11 19:31:48 2016 || Weight distribution parameters: a=0.0; b=83.0; seed=1810. || TYPE: Random Graphs"
culberson33.zip,3983,12644,"NAME: Culberson graph. Specifications given below. Weights computed via the normal distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 12601 || No hidden coloring || Probability: 0.580480 || girth/degree-limited graph, girth 8, delta 960, max 2860 || Degree Information: || Min:4 Avg:6.348983 Max:13 Std:1.068917 || No verification required. || Creation Date: Tue Apr 12 02:00:48 2016 || Weight distribution parameters: mu=2.76160142657; sigma=27.0316029875; seed=15767. || TYPE: Random Graphs"
culberson34.zip,2217,12881,"NAME: Culberson graph. Specifications given below. Weights computed via the -1 with probability p and 1 with probability 1-p distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 10643 || No hidden coloring || Probability: 0.399965 || girth/degree-limited graph, girth 6, delta 945, max 1500 || Degree Information: || Min:8 Avg:11.620207 Max:18 Std:1.223771 || No verification required. || Creation Date: Tue Apr 12 02:20:12 2016 || Weight distribution parameters: alpha=0.303239198436; seed=9986. || TYPE: Random Graphs"
culberson35.zip,2854,34206,"NAME: Culberson graph. Specifications given below. Weights computed via the beta distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 6726 || No hidden coloring || Probability: 0.147425 || girth/degree-limited graph, girth 5, delta 1364, max 2227 || Degree Information: || Min:16 Avg:23.970568 Max:32 Std:1.752116 || No verification required. || Creation Date: Mon Apr 11 23:27:33 2016 || Weight distribution parameters: alpha=3.0; beta=9.0; seed=8409. || TYPE: Random Graphs"
culberson36.zip,3656,7929,"NAME: Culberson graph. Specifications given below. Weights computed via the gamma distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 3172 || No hidden coloring || Probability: 0.788017 || girth/degree-limited graph, girth 10, delta 1127, max 1584 || Degree Information: || Min:2 Avg:4.337527 Max:11 Std:1.070222 || No verification required. || Creation Date: Mon Apr 11 21:30:05 2016 || Weight distribution parameters: alpha=11.1833332568; beta=0.0480498749434; seed=8494. || TYPE: Random Graphs"
culberson37.zip,3361,10346,"NAME: Culberson graph. Specifications given below. Weights computed via the constant distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 2720 || No hidden coloring || Probability: 0.507943 || girth/degree-limited graph, girth 8, delta 1045, max 2230 || Degree Information: || Min:3 Avg:6.156501 Max:12 Std:1.053420 || No verification required. || Creation Date: Tue Apr 12 02:11:53 2016 || Weight distribution parameters: alpha=7.0; seed=6221. || TYPE: Random Graphs"
culberson38.zip,3343,13807,"NAME: Culberson graph. Specifications given below. Weights computed via the log normal distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 2380 || No hidden coloring || Probability: 0.702169 || girth/degree-limited graph, girth 7, delta 1306, max 2549 || Degree Information: || Min:6 Avg:8.260245 Max:13 Std:1.062170 || No verification required. || Creation Date: Tue Apr 12 02:18:53 2016 || Weight distribution parameters: mu=-18.5500980332; sigma=0.917654984053; seed=17313. || TYPE: Random Graphs"
culberson39.zip,3054,9145,"NAME: Culberson graph. Specifications given below. Weights computed via the uniform distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 4631 || No hidden coloring || Probability: 0.309617 || girth/degree-limited graph, girth 8, delta 632, max 888 || Degree Information: || Min:3 Avg:5.988867 Max:12 Std:1.097360 || No verification required. || Creation Date: Mon Apr 11 22:39:43 2016 || Weight distribution parameters: a=-10.0; b=16.0; seed=9151. || TYPE: Random Graphs"
culberson4.zip,2939,37233,"NAME: Culberson graph. Specifications given below. Weights computed via the uniform integer distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 15498 || No hidden coloring || Probability: 0.329842 || girth/degree-limited graph, girth 5, delta 1301, max 1679 || Degree Information: || Min:20 Avg:25.337190 Max:31 Std:1.619762 || No verification required. || Creation Date: Mon Apr 11 23:31:49 2016 || Weight distribution parameters: a=-7.0; b=90.0; seed=11103. || TYPE: Random Graphs"
culberson40.zip,4517,32304,"NAME: Culberson graph. Specifications given below. Weights computed via the constant distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 16061 || No hidden coloring || Probability: 0.603730 || girth/degree-limited graph, girth 6, delta 777, max 3001 || Degree Information: || Min:10 Avg:14.303299 Max:20 Std:1.221938 || No verification required. || Creation Date: Mon Apr 11 19:30:32 2016 || Weight distribution parameters: alpha=2.0; seed=7364. || TYPE: Random Graphs"
culberson41.zip,1015,2501,"NAME: Culberson graph. Specifications given below. Weights computed via the constant distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 5287 || No hidden coloring || Probability: 0.320641 || girth/degree-limited graph, girth 8, delta 273, max 353 || Degree Information: || Min:2 Avg:4.928079 Max:9 Std:1.053144 || No verification required. || Creation Date: Mon Apr 11 22:59:00 2016 || Weight distribution parameters: alpha=4.0; seed=18348. || TYPE: Random Graphs"
culberson42.zip,2332,27470,"NAME: Culberson graph. Specifications given below. Weights computed via the beta distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 2614 || No hidden coloring || Probability: 0.435844 || girth/degree-limited graph, girth 5, delta 894, max 1043 || Degree Information: || Min:19 Avg:23.559177 Max:30 Std:1.546982 || No verification required. || Creation Date: Mon Apr 11 20:00:25 2016 || Weight distribution parameters: alpha=3.0; beta=9.0; seed=8409. || TYPE: Random Graphs"
culberson43.zip,4563,11846,"NAME: Culberson graph. Specifications given below. Weights computed via the -1 with probability p and 1 with probability 1-p distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 6525 || No hidden coloring || Probability: 0.418501 || girth/degree-limited graph, girth 9, delta 2209, max 3884 || Degree Information: || Min:3 Avg:5.192198 Max:11 Std:1.081233 || No verification required. || Creation Date: Mon Apr 11 23:10:01 2016 || Weight distribution parameters: alpha=0.754879681598; seed=7225. || TYPE: Random Graphs"
culberson44.zip,2915,7045,"NAME: Culberson graph. Specifications given below. Weights computed via the constant distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 3340 || No hidden coloring || Probability: 0.329643 || girth/degree-limited graph, girth 9, delta 1271, max 2383 || Degree Information: || Min:2 Avg:4.833619 Max:13 Std:1.074307 || No verification required. || Creation Date: Mon Apr 11 19:38:36 2016 || Weight distribution parameters: alpha=4.0; seed=18348. || TYPE: Random Graphs"
culberson45.zip,2854,34206,"NAME: Culberson graph. Specifications given below. Weights computed via the uniform integer distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 6726 || No hidden coloring || Probability: 0.147425 || girth/degree-limited graph, girth 5, delta 1364, max 2227 || Degree Information: || Min:16 Avg:23.970568 Max:32 Std:1.752116 || No verification required. || Creation Date: Mon Apr 11 23:27:33 2016 || Weight distribution parameters: a=-2.0; b=47.0; seed=6886. || TYPE: Random Graphs"
culberson46.zip,2957,170454,"NAME: Culberson graph. Specifications given below. Weights computed via the -1 with probability p and 1 with probability 1-p distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 19432 || No hidden coloring || Probability: 0.448981 || girth/degree-limited graph, girth 4, delta 1399, max 2101 || Degree Information: || Min:104 Avg:115.288468 Max:129 Std:3.807018 || No verification required. || Creation Date: Mon Apr 11 19:38:49 2016 || Weight distribution parameters: alpha=0.754879681598; seed=7225. || TYPE: Random Graphs"
culberson47.zip,3935,280033,"NAME: Culberson graph. Specifications given below. Weights computed via the uniform integer distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 12057 || No hidden coloring || Probability: 0.654618 || girth/degree-limited graph, girth 4, delta 1720, max 3341 || Degree Information: || Min:129 Avg:142.329352 Max:157 Std:3.976141 || No verification required. || Creation Date: Mon Apr 11 23:27:54 2016 || Weight distribution parameters: a=-8.0; b=87.0; seed=18760. || TYPE: Random Graphs"
culberson48.zip,1843,19572,"NAME: Culberson graph. Specifications given below. Weights computed via the constant distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 10746 || No hidden coloring || Probability: 0.337193 || girth/degree-limited graph, girth 5, delta 256, max 1453 || Degree Information: || Min:17 Avg:21.239284 Max:27 Std:1.527728 || No verification required. || Creation Date: Mon Apr 11 22:44:51 2016 || Weight distribution parameters: alpha=2.0; seed=7364. || TYPE: Random Graphs"
culberson49.zip,1290,300727,"NAME: Culberson graph. Specifications given below. Weights computed via the pareto distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 5045 || No hidden coloring || Probability: 0.360927 || girth/degree-limited graph, girth 3, delta 571, max 662 || Degree Information: || Min:414 Avg:466.243411 Max:520 Std:17.253593 || No verification required. || Creation Date: Mon Apr 11 21:47:31 2016 || Weight distribution parameters: alpha=2.41387534205; seed=10699. || TYPE: Random Graphs"
culberson5.zip,1175,75351,"NAME: Culberson graph. Specifications given below. Weights computed via the pareto distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 2974 || No hidden coloring || Probability: 0.108901 || girth/degree-limited graph, girth 3, delta 396, max 467 || Degree Information: || Min:94 Avg:128.257021 Max:165 Std:10.943584 || No verification required. || Creation Date: Mon Apr 11 19:06:39 2016 || Weight distribution parameters: alpha=2.53152257471; seed=8440. || TYPE: Random Graphs"
culberson50.zip,2903,37967,"NAME: Culberson graph. Specifications given below. Weights computed via the uniform distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 11904 || No hidden coloring || Probability: 0.695317 || girth/degree-limited graph, girth 5, delta 1429, max 2006 || Degree Information: || Min:20 Avg:26.157079 Max:31 Std:1.511965 || No verification required. || Creation Date: Mon Apr 11 22:45:16 2016 || Weight distribution parameters: a=0.0; b=83.0; seed=1810. || TYPE: Random Graphs"
culberson51.zip,4457,19230,"NAME: Culberson graph. Specifications given below. Weights computed via the uniform distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 1475 || No hidden coloring || Probability: 0.282117 || girth/degree-limited graph, girth 7, delta 1741, max 3229 || Degree Information: || Min:6 Avg:8.629123 Max:15 Std:1.144481 || No verification required. || Creation Date: Mon Apr 11 21:27:31 2016 || Weight distribution parameters: a=-8.0; b=16.0; seed=14605. || TYPE: Random Graphs"
culberson52.zip,1583,3535,"NAME: Culberson graph. Specifications given below. Weights computed via the pareto distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 2745 || No hidden coloring || Probability: 0.772864 || girth/degree-limited graph, girth 9, delta 415, max 803 || Degree Information: || Min:2 Avg:4.466203 Max:9 Std:1.041144 || No verification required. || Creation Date: Mon Apr 11 19:31:48 2016 || Weight distribution parameters: alpha=2.53152257471; seed=8440. || TYPE: Random Graphs"
culberson53.zip,2915,7045,"NAME: Culberson graph. Specifications given below. Weights computed via the beta distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 3340 || No hidden coloring || Probability: 0.329643 || girth/degree-limited graph, girth 9, delta 1271, max 2383 || Degree Information: || Min:2 Avg:4.833619 Max:13 Std:1.074307 || No verification required. || Creation Date: Mon Apr 11 19:38:36 2016 || Weight distribution parameters: alpha=9.0; beta=5.0; seed=14290. || TYPE: Random Graphs"
culberson54.zip,1729,9501,"NAME: Culberson graph. Specifications given below. Weights computed via the uniform distribution. || COMMENT: DESCRIPTION: Quasi-random coloring problem || CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca) || Specifications: || Random seed: 18994 || No hidden coloring || Probability: 0.631836 || girth/degree-limited graph, girth 6, delta 248, max 1026 || Degree Information: || Min:8 Avg:10.990168 Max:16 Std:1.131809 || No verification required. || Creation Date: Tue Apr 12 08:46:37 2016 || Weight distribution parameters: a=-10.0; b=16.0; seed=9151. || TYPE: Random Graphs"
